"County"	"County Code"	"Deaths"	"Population"	"Crude Rate"	"Age Adjusted Rate"	"% of Total Deaths"
	"Runnels County, TX"	"48399"	2591	192621	1345.1	878.5	0.0%
	"Rusk County, TX"	"48401"	9578	917803	1043.6	900.4	0.0%
	"Sabine County, TX"	"48403"	3030	189078	1602.5	975.8	0.0%
	"San Augustine County, TX"	"48405"	2441	159469	1530.7	974.7	0.0%
	"San Jacinto County, TX"	"48407"	4679	456008	1026.1	862.7	0.0%
	"San Patricio County, TX"	"48409"	10143	1197208	847.2	906.9	0.0%
	"San Saba County, TX"	"48411"	1310	108109	1211.7	795.1	0.0%
	"Schleicher County, TX"	"48413"	539	56461	954.6	878.5	0.0%
	"Scurry County, TX"	"48415"	3028	299380	1011.4	890.7	0.0%
	"Shackelford County, TX"	"48417"	688	59899	1148.6	856.3	0.0%
	"Shelby County, TX"	"48419"	5446	457769	1189.7	1008.2	0.0%
	"Sherman County, TX"	"48421"	480	55156	870.3	797.3	0.0%
	"Smith County, TX"	"48423"	32737	3596905	910.1	814.9	0.1%
	"Somervell County, TX"	"48425"	1417	143122	990.1	838.3	0.0%
	"Starr County, TX"	"48427"	5975	1065789	560.6	718.7	0.0%
	"Stephens County, TX"	"48429"	2076	172674	1202.3	890.2	0.0%
	"Sterling County, TX"	"48431"	224	22666	988.3	815.5	0.0%
	"Stonewall County, TX"	"48433"	421	26582	1583.8	828.8	0.0%
	"Sutton County, TX"	"48435"	616	73774	835.0	836.6	0.0%
	"Swisher County, TX"	"48437"	1451	142168	1020.6	811.2	0.0%
	"Tarrant County, TX"	"48439"	191664	30922643	619.8	803.5	0.4%
	"Taylor County, TX"	"48441"	22003	2340266	940.2	905.1	0.0%
	"Terrell County, TX"	"48443"	207	17053	1213.9	929.4	0.0%
	"Terry County, TX"	"48445"	2259	226996	995.2	894.4	0.0%
	"Throckmorton County, TX"	"48447"	409	30159	1356.1	840.6	0.0%
	"Titus County, TX"	"48449"	4740	549932	861.9	872.9	0.0%
	"Tom Green County, TX"	"48451"	18053	1962568	919.9	846.4	0.0%
	"Travis County, TX"	"48453"	81175	17606892	461.0	691.5	0.2%
	"Trinity County, TX"	"48455"	3860	256757	1503.4	1023.8	0.0%
	"Tyler County, TX"	"48457"	4601	381817	1205.0	933.8	0.0%
	"Upshur County, TX"	"48459"	7688	690250	1113.8	973.7	0.0%
	"Upton County, TX"	"48461"	568	59721	951.1	855.3	0.0%
	"Uvalde County, TX"	"48463"	4200	476128	882.1	776.6	0.0%
	"Val Verde County, TX"	"48465"	5882	853652	689.0	737.6	0.0%
	"Van Zandt County, TX"	"48467"	11035	927116	1190.3	931.7	0.0%
	"Victoria County, TX"	"48469"	13401	1562370	857.7	827.7	0.0%
	"Walker County, TX"	"48471"	8271	1191143	694.4	839.7	0.0%
	"Waller County, TX"	"48473"	4873	726838	670.4	817.6	0.0%
	"Ward County, TX"	"48475"	1987	193776	1025.4	920.4	0.0%
	"Washington County, TX"	"48477"	6460	587078	1100.4	772.6	0.0%
	"Webb County, TX"	"48479"	20144	4227741	476.5	703.8	0.0%
	"Wharton County, TX"	"48481"	7333	740471	990.3	856.7	0.0%
	"Wheeler County, TX"	"48483"	1312	95573	1372.8	984.1	0.0%
	"Wichita County, TX"	"48485"	23397	2364605	989.5	958.9	0.1%
	"Wilbarger County, TX"	"48487"	3094	246602	1254.7	974.5	0.0%
	"Willacy County, TX"	"48489"	2467	383337	643.6	703.8	0.0%
	"Williamson County, TX"	"48491"	31731	6855205	462.9	633.0	0.1%
	"Wilson County, TX"	"48493"	5660	723653	782.1	764.3	0.0%
	"Winkler County, TX"	"48495"	1311	129064	1015.8	1053.9	0.0%
	"Wise County, TX"	"48497"	8525	1023549	832.9	911.3	0.0%
	"Wood County, TX"	"48499"	10062	732411	1373.8	896.7	0.0%
	"Yoakum County, TX"	"48501"	1037	139398	743.9	818.1	0.0%
	"Young County, TX"	"48503"	4619	326061	1416.6	988.9	0.0%
	"Zapata County, TX"	"48505"	1542	241210	639.3	725.8	0.0%
	"Zavala County, TX"	"48507"	1649	211601	779.3	839.5	0.0%
	"Beaver County, UT"	"49001"	1080	113200	954.1	965.9	0.0%
	"Box Elder County, UT"	"49003"	5710	855651	667.3	773.5	0.0%
	"Cache County, UT"	"49005"	8310	1910092	435.1	639.7	0.0%
	"Carbon County, UT"	"49007"	3776	369851	1021.0	937.0	0.0%
	"Daggett County, UT"	"49009"	112	18244	613.9	552.9	0.0%
	"Davis County, UT"	"49011"	24704	5186098	476.4	698.2	0.1%
	"Duchesne County, UT"	"49013"	2180	310057	703.1	872.8	0.0%
	"Emery County, UT"	"49015"	1510	191859	787.0	835.5	0.0%
	"Garfield County, UT"	"49017"	759	87505	867.4	733.8	0.0%
	"Grand County, UT"	"49019"	1326	160842	824.4	794.4	0.0%
	"Iron County, UT"	"49021"	4408	757600	581.8	778.9	0.0%
	"Juab County, UT"	"49023"	1200	171632	699.2	827.9	0.0%
	"Kane County, UT"	"49025"	1184	120534	982.3	788.9	0.0%
	"Millard County, UT"	"49027"	1857	221966	836.6	779.8	0.0%
	"Morgan County, UT"	"49029"	767	160131	479.0	664.9	0.0%
	"Piute County, UT"	"49031"	291	26407	1102.0	784.6	0.0%
	"Rich County, UT"	"49033"	253	38539	656.5	605.5	0.0%
	"Salt Lake County, UT"	"49035"	101345	17932952	565.1	752.8	0.2%
	"San Juan County, UT"	"49037"	1562	260808	598.9	734.3	0.0%
	"Sanpete County, UT"	"49039"	3151	468822	672.1	776.9	0.0%
	"Sevier County, UT"	"49041"	3251	361226	900.0	856.9	0.0%
	"Summit County, UT"	"49043"	2175	629574	345.5	630.7	0.0%
	"Tooele County, UT"	"49045"	5035	956798	526.2	837.1	0.0%
	"Uintah County, UT"	"49047"	3582	553748	646.9	837.3	0.0%
	"Utah County, UT"	"49049"	34549	8544514	404.3	706.6	0.1%
	"Wasatch County, UT"	"49051"	1886	393079	479.8	750.6	0.0%
	"Washington County, UT"	"49053"	17023	2276746	747.7	610.4	0.0%
	"Wayne County, UT"	"49055"	421	47456	887.1	745.9	0.0%
	"Weber County, UT"	"49057"	27103	3970528	682.6	795.3	0.1%
	"Addison County, VT"	"50001"	5078	659381	770.1	706.7	0.0%
	"Bennington County, VT"	"50003"	7453	664120	1122.2	766.6	0.0%
	"Caledonia County, VT"	"50005"	5201	552239	941.8	763.0	0.0%
	"Chittenden County, VT"	"50007"	17804	2777823	640.9	672.1	0.0%
	"Essex County, VT"	"50009"	1111	114300	972.0	742.8	0.0%
	"Franklin County, VT"	"50011"	6728	852214	789.5	815.2	0.0%
	"Grand Isle County, VT"	"50013"	987	126761	778.6	821.1	0.0%
	"Lamoille County, VT"	"50015"	3300	433713	760.9	756.9	0.0%
	"Orange County, VT"	"50017"	4305	519525	828.6	731.1	0.0%
	"Orleans County, VT"	"50019"	5121	485356	1055.1	787.7	0.0%
	"Rutland County, VT"	"50021"	11521	1115271	1033.0	796.6	0.0%
	"Washington County, VT"	"50023"	9078	1061852	854.9	723.3	0.0%
	"Windham County, VT"	"50025"	7603	793775	957.8	757.8	0.0%
	"Windsor County, VT"	"50027"	10153	1022900	992.6	724.4	0.0%
	"Accomack County, VA"	"51001"	8078	628744	1284.8	959.8	0.0%
	"Albemarle County, VA"	"51003"	12325	1702845	723.8	620.6	0.0%
	"Alleghany County, VA"	"51005"	3958	287719	1375.6	950.2	0.0%
	"Amelia County, VA"	"51007"	2360	220019	1072.6	916.0	0.0%
	"Amherst County, VA"	"51009"	5774	576610	1001.4	831.4	0.0%
	"Appomattox County, VA"	"51011"	2779	261366	1063.3	860.3	0.0%
	"Arlington County, VA"	"51013"	17793	3655557	486.7	601.9	0.0%
	"Augusta County, VA"	"51015"	11060	1281408	863.1	737.2	0.0%
	"Bath County, VA"	"51017"	1105	86270	1280.9	906.6	0.0%
	"Bedford County, VA"	"51019"	10641	1231841	863.8	763.3	0.0%
	"Bland County, VA"	"51021"	1458	122389	1191.3	974.1	0.0%
	"Botetourt County, VA"	"51023"	5136	580853	884.2	774.4	0.0%
	"Brunswick County, VA"	"51025"	3574	315885	1131.4	945.2	0.0%
	"Buchanan County, VA"	"51027"	5353	446264	1199.5	1080.6	0.0%
	"Buckingham County, VA"	"51029"	2914	298216	977.1	888.5	0.0%
	"Campbell County, VA"	"51031"	8736	962726	907.4	790.7	0.0%
	"Caroline County, VA"	"51033"	4273	477478	894.9	860.9	0.0%
	"Carroll County, VA"	"51035"	6220	534515	1163.7	855.6	0.0%
	"Charles City County, VA"	"51036"	1296	127701	1014.9	890.2	0.0%
	"Charlotte County, VA"	"51037"	2813	224567	1252.6	935.1	0.0%
	"Chesterfield County, VA"	"51041"	33292	5424059	613.8	749.6	0.1%
	"Clarke County, VA"	"51043"	2512	247010	1017.0	816.3	0.0%
	"Craig County, VA"	"51045"	897	92707	967.6	789.6	0.0%
	"Culpeper County, VA"	"51047"	6330	780130	811.4	849.3	0.0%
	"Cumberland County, VA"	"51049"	1616	172080	939.1	801.8	0.0%
	"Dickenson County, VA"	"51051"	3625	285475	1269.8	1068.7	0.0%
	"Dinwiddie County, VA"	"51053"	4272	482259	885.8	859.9	0.0%
	"Essex County, VA"	"51057"	2319	192165	1206.8	899.4	0.0%
	"Fairfax County, VA"	"51059"	81184	18956654	428.3	540.2	0.2%
	"Fauquier County, VA"	"51061"	8589	1137263	755.2	778.0	0.0%
	"Floyd County, VA"	"51063"	2737	267475	1023.3	782.7	0.0%
	"Fluvanna County, VA"	"51065"	3210	435821	736.5	684.4	0.0%
	"Franklin County, VA"	"51067"	9161	956704	957.6	796.0	0.0%
	"Frederick County, VA"	"51069"	9511	1314738	723.4	744.4	0.0%
	"Giles County, VA"	"51071"	3859	304869	1265.8	971.2	0.0%
	"Gloucester County, VA"	"51073"	6027	651461	925.2	839.9	0.0%
	"Goochland County, VA"	"51075"	2924	361360	809.2	728.0	0.0%
	"Grayson County, VA"	"51077"	3838	288343	1331.1	925.2	0.0%
	"Greene County, VA"	"51079"	2353	317475	741.2	775.4	0.0%
	"Greensville County, VA"	"51081"	2110	213081	990.2	1022.1	0.0%
	"Halifax County, VA"	"51083"	8462	652230	1297.4	927.5	0.0%
	"Hanover County, VA"	"51085"	13358	1743095	766.3	757.5	0.0%
	"Henrico County, VA"	"51087"	43882	5320015	824.8	770.9	0.1%
	"Henry County, VA"	"51089"	11775	987367	1192.6	915.9	0.0%
	"Highland County, VA"	"51091"	520	42856	1213.4	734.0	0.0%
	"Isle of Wight County, VA"	"51093"	5544	604592	917.0	843.2	0.0%
	"James City County, VA"	"51095"	9415	1114291	844.9	582.1	0.0%
	"King and Queen County, VA"	"51097"	1416	123887	1143.0	840.6	0.0%
	"King George County, VA"	"51099"	2573	390672	658.6	795.8	0.0%
	"King William County, VA"	"51101"	2380	269446	883.3	904.2	0.0%
	"Lancaster County, VA"	"51103"	3626	204455	1773.5	811.4	0.0%
	"Lee County, VA"	"51105"	5449	447530	1217.6	1011.0	0.0%
	"Loudoun County, VA"	"51107"	16805	5029291	334.1	579.2	0.0%
	"Louisa County, VA"	"51109"	4974	556924	893.1	829.4	0.0%
	"Lunenburg County, VA"	"51111"	2664	231524	1150.6	911.5	0.0%
	"Madison County, VA"	"51113"	2386	234813	1016.1	778.5	0.0%
	"Mathews County, VA"	"51115"	2227	161986	1374.8	807.0	0.0%
	"Mecklenburg County, VA"	"51117"	7697	579815	1327.5	933.2	0.0%
	"Middlesex County, VA"	"51119"	2643	189583	1394.1	827.5	0.0%
	"Montgomery County, VA"	"51121"	9894	1643949	601.8	770.9	0.0%
	"Nelson County, VA"	"51125"	3051	266274	1145.8	860.7	0.0%
	"New Kent County, VA"	"51127"	2190	307999	711.0	811.6	0.0%
	"Northampton County, VA"	"51131"	3474	225923	1537.7	963.1	0.0%
	"Northumberland County, VA"	"51133"	3126	222541	1404.7	779.4	0.0%
	"Nottoway County, VA"	"51135"	3581	283380	1263.7	961.5	0.0%
	"Orange County, VA"	"51137"	5808	563421	1030.8	808.0	0.0%
	"Page County, VA"	"51139"	4784	426920	1120.6	894.3	0.0%
	"Patrick County, VA"	"51141"	4254	336243	1265.2	883.6	0.0%
	"Pittsylvania County, VA"	"51143"	11679	1124981	1038.2	846.7	0.0%
	"Powhatan County, VA"	"51145"	3038	476489	637.6	752.2	0.0%
	"Prince Edward County, VA"	"51147"	3934	393843	998.9	883.4	0.0%
	"Prince George County, VA"	"51149"	3526	638217	552.5	717.4	0.0%
	"Prince William County, VA"	"51153"	25437	6706284	379.3	668.1	0.1%
	"Pulaski County, VA"	"51155"	7598	626205	1213.3	955.9	0.0%
	"Rappahannock County, VA"	"51157"	1215	131712	922.5	726.9	0.0%
	"Richmond County, VA"	"51159"	2095	163260	1283.2	873.2	0.0%
	"Roanoke County, VA"	"51161"	16424	1627424	1009.2	754.8	0.0%
	"Rockbridge County, VA"	"51163"	4029	393549	1023.8	723.5	0.0%
	"Rockingham County, VA"	"51165"	11313	1330372	850.4	695.3	0.0%
	"Russell County, VA"	"51167"	6170	516752	1194.0	1020.3	0.0%
	"Scott County, VA"	"51169"	5640	413058	1365.4	986.0	0.0%
	"Shenandoah County, VA"	"51171"	7772	720923	1078.1	783.9	0.0%
	"Smyth County, VA"	"51173"	7551	581242	1299.1	986.0	0.0%
	"Southampton County, VA"	"51175"	3286	325186	1010.5	856.8	0.0%
	"Spotsylvania County, VA"	"51177"	12437	2079177	598.2	741.5	0.0%
	"Stafford County, VA"	"51179"	9935	2176879	456.4	747.1	0.0%
	"Surry County, VA"	"51181"	1258	123740	1016.6	839.9	0.0%
	"Sussex County, VA"	"51183"	2487	217254	1144.7	1017.7	0.0%
	"Tazewell County, VA"	"51185"	10582	794769	1331.5	1059.9	0.0%
	"Warren County, VA"	"51187"	5894	648387	909.0	901.0	0.0%
	"Washington County, VA"	"51191"	10469	961411	1088.9	872.9	0.0%
	"Westmoreland County, VA"	"51193"	3872	308031	1257.0	898.2	0.0%
	"Wise County, VA"	"51195"	8829	737792	1196.7	1098.7	0.0%
	"Wythe County, VA"	"51197"	6235	514596	1211.6	944.1	0.0%
	"York County, VA"	"51199"	6578	1141024	576.5	656.6	0.0%
	"Alexandria city, VA"	"51510"	13563	2471168	548.8	649.9	0.0%
	"Bedford city, VA"	"51515"	1314	74824	1756.1	970.1	0.0%
	"Bristol city, VA"	"51520"	4822	314837	1531.6	1060.8	0.0%
	"Buena Vista city, VA"	"51530"	1424	118379	1202.9	984.1	0.0%
	"Charlottesville city, VA"	"51540"	5326	776462	685.9	845.4	0.0%
	"Chesapeake city, VA"	"51550"	27381	3922466	698.1	844.0	0.1%
	"Clifton Forge city, VA"	"51560"	171	8667	1973.0	1078.9	0.0%
	"Colonial Heights city, VA"	"51570"	3997	311872	1281.6	857.9	0.0%
	"Covington city, VA"	"51580"	1581	107768	1467.0	1036.0	0.0%
	"Danville city, VA"	"51590"	12664	802636	1577.8	1072.9	0.0%
	"Emporia city, VA"	"51595"	1595	102494	1556.2	1117.5	0.0%
	"Fairfax city, VA"	"51600"	3735	400761	932.0	798.5	0.0%
	"Falls Church city, VA"	"51610"	1425	211595	673.5	659.4	0.0%
	"Franklin city, VA"	"51620"	2368	150874	1569.5	1128.0	0.0%
	"Fredericksburg city, VA"	"51630"	3567	424830	839.6	933.6	0.0%
	"Galax city, VA"	"51640"	2014	123279	1633.7	1057.4	0.0%
	"Hampton city, VA"	"51650"	20740	2514925	824.7	879.8	0.0%
	"Harrisonburg city, VA"	"51660"	4768	842212	566.1	748.0	0.0%
	"Hopewell city, VA"	"51670"	5017	401807	1248.6	1090.7	0.0%
	"Lexington city, VA"	"51678"	1240	125037	991.7	799.8	0.0%
	"Lynchburg city, VA"	"51680"	13971	1302129	1072.9	883.5	0.0%
	"Manassas city, VA"	"51683"	3497	675030	518.1	850.4	0.0%
	"Manassas Park city, VA"	"51685"	697	238113	292.7	569.3	0.0%
	"Martinsville city, VA"	"51690"	4373	256337	1706.0	1122.7	0.0%
	"Newport News city, VA"	"51700"	25723	3274961	785.4	887.9	0.1%
	"Norfolk city, VA"	"51710"	35688	4351450	820.1	969.5	0.1%
	"Norton city, VA"	"51720"	787	70596	1114.8	945.6	0.0%
	"Petersburg city, VA"	"51730"	8242	584117	1411.0	1190.8	0.0%
	"Poquoson city, VA"	"51735"	1735	214611	808.4	748.2	0.0%
	"Portsmouth city, VA"	"51740"	19069	1751433	1088.8	1006.2	0.0%
	"Radford city, VA"	"51750"	1955	295638	661.3	967.0	0.0%
	"Richmond city, VA"	"51760"	36806	3683070	999.3	1003.1	0.1%
	"Roanoke city, VA"	"51770"	21604	1733035	1246.6	1006.7	0.0%
	"Salem city, VA"	"51775"	5434	445730	1219.1	937.1	0.0%
	"Staunton city, VA"	"51790"	5781	430307	1343.5	898.3	0.0%
	"Suffolk city, VA"	"51800"	12212	1420678	859.6	918.1	0.0%
	"Virginia Beach city, VA"	"51810"	48691	7881858	617.8	734.2	0.1%
	"Waynesboro city, VA"	"51820"	4350	371876	1169.7	891.1	0.0%
	"Williamsburg city, VA"	"51830"	1933	240294	804.4	853.5	0.0%
	"Winchester city, VA"	"51840"	4684	464468	1008.5	891.8	0.0%
	"Adams County, WA"	"53001"	2086	319266	653.4	760.0	0.0%
	"Asotin County, WA"	"53003"	4049	383461	1055.9	749.3	0.0%
	"Benton County, WA"	"53005"	20765	2998562	692.5	731.6	0.0%
	"Chelan County, WA"	"53007"	11125	1271307	875.1	694.8	0.0%
	"Clallam County, WA"	"53009"	15803	1251439	1262.8	738.4	0.0%
	"Clark County, WA"	"53011"	50341	7321072	687.6	747.3	0.1%
	"Columbia County, WA"	"53013"	922	71776	1284.6	796.6	0.0%
	"Cowlitz County, WA"	"53015"	18203	1783070	1020.9	852.8	0.0%
	"Douglas County, WA"	"53017"	4938	658134	750.3	695.3	0.0%
	"Ferry County, WA"	"53019"	1326	134774	983.9	831.4	0.0%
	"Franklin County, WA"	"53021"	5883	1253353	469.4	730.3	0.0%
	"Garfield County, WA"	"53023"	485	40873	1186.6	671.8	0.0%
	"Grant County, WA"	"53025"	10888	1516272	718.1	766.0	0.0%
	"Grays Harbor County, WA"	"53027"	14196	1268771	1118.9	901.4	0.0%
	"Island County, WA"	"53029"	11171	1393209	801.8	632.6	0.0%
	"Jefferson County, WA"	"53031"	5681	519042	1094.5	646.8	0.0%
	"King County, WA"	"53033"	214912	34072299	630.8	655.2	0.5%
	"Kitsap County, WA"	"53035"	34356	4433423	774.9	746.9	0.1%
	"Kittitas County, WA"	"53037"	4768	700172	681.0	673.7	0.0%
	"Klickitat County, WA"	"53039"	3104	359621	863.1	691.5	0.0%
	"Lewis County, WA"	"53041"	14176	1316306	1077.0	829.4	0.0%
	"Lincoln County, WA"	"53043"	2055	186356	1102.7	711.9	0.0%
	"Mason County, WA"	"53045"	10434	1023625	1019.3	792.5	0.0%
	"Okanogan County, WA"	"53047"	7052	722407	976.2	799.7	0.0%
	"Pacific County, WA"	"53049"	5365	376795	1423.9	860.3	0.0%
	"Pend Oreille County, WA"	"53051"	2423	226234	1071.0	840.5	0.0%
	"Pierce County, WA"	"53053"	102495	13940943	735.2	802.6	0.2%
	"San Juan County, WA"	"53055"	2292	275670	831.4	515.0	0.0%
	"Skagit County, WA"	"53057"	19018	2037945	933.2	739.8	0.0%
	"Skamania County, WA"	"53059"	1411	191971	735.0	683.2	0.0%
	"Snohomish County, WA"	"53061"	79809	12376363	644.9	729.5	0.2%
	"Spokane County, WA"	"53063"	70909	8198019	865.0	793.2	0.2%
	"Stevens County, WA"	"53065"	7259	761455	953.3	806.0	0.0%
	"Thurston County, WA"	"53067"	32987	4315530	764.4	721.5	0.1%
	"Wahkiakum County, WA"	"53069"	875	70582	1239.7	785.0	0.0%
	"Walla Walla County, WA"	"53071"	9911	1036339	956.3	735.9	0.0%
	"Whatcom County, WA"	"53073"	25273	3454116	731.7	690.8	0.1%
	"Whitman County, WA"	"53075"	4261	791635	538.3	676.3	0.0%
	"Yakima County, WA"	"53077"	32681	4237409	771.2	797.1	0.1%
	"Barbour County, WV"	"54001"	3430	291499	1176.7	943.7	0.0%
	"Berkeley County, WV"	"54003"	14462	1735101	833.5	924.6	0.0%
	"Boone County, WV"	"54005"	5680	445445	1275.1	1145.5	0.0%
	"Braxton County, WV"	"54007"	3092	262253	1179.0	899.0	0.0%
	"Brooke County, WV"	"54009"	5924	438599	1350.7	926.9	0.0%
	"Cabell County, WV"	"54011"	21469	1728393	1242.1	1013.2	0.0%
	"Calhoun County, WV"	"54013"	1650	135459	1218.1	887.1	0.0%
	"Clay County, WV"	"54015"	2088	173420	1204.0	1030.0	0.0%
	"Doddridge County, WV"	"54017"	1468	143347	1024.1	909.8	0.0%
	"Fayette County, WV"	"54019"	11357	832015	1365.0	1047.7	0.0%
	"Gilmer County, WV"	"54021"	1477	145528	1014.9	871.6	0.0%
	"Grant County, WV"	"54023"	2237	210378	1063.3	817.5	0.0%
	"Greenbrier County, WV"	"54025"	8307	633360	1311.6	932.9	0.0%
	"Hampshire County, WV"	"54027"	4058	406394	998.5	861.3	0.0%
	"Hancock County, WV"	"54029"	7506	560270	1339.7	935.6	0.0%
	"Hardy County, WV"	"54031"	2577	243720	1057.4	894.2	0.0%
	"Harrison County, WV"	"54033"	15495	1232361	1257.3	969.2	0.0%
	"Jackson County, WV"	"54035"	5818	518702	1121.6	905.1	0.0%
	"Jefferson County, WV"	"54037"	7431	905762	820.4	870.6	0.0%
	"Kanawha County, WV"	"54039"	44682	3484989	1282.1	990.1	0.1%
	"Lewis County, WV"	"54041"	4017	297863	1348.6	1017.3	0.0%
	"Lincoln County, WV"	"54043"	4719	393276	1199.9	1118.1	0.0%
	"Logan County, WV"	"54045"	9167	655227	1399.1	1219.3	0.0%
	"McDowell County, WV"	"54047"	6726	416074	1616.5	1299.6	0.0%
	"Marion County, WV"	"54049"	12516	1015498	1232.5	911.7	0.0%
	"Marshall County, WV"	"54051"	7136	606057	1177.4	883.1	0.0%
	"Mason County, WV"	"54053"	5761	481613	1196.2	982.9	0.0%
	"Mercer County, WV"	"54055"	15505	1113978	1391.9	1043.8	0.0%
	"Mineral County, WV"	"54057"	5606	495456	1131.5	916.0	0.0%
	"Mingo County, WV"	"54059"	6355	483388	1314.7	1255.0	0.0%
	"Monongalia County, WV"	"54061"	11588	1668049	694.7	810.7	0.0%
	"Monroe County, WV"	"54063"	2920	244035	1196.5	883.0	0.0%
	"Morgan County, WV"	"54065"	3424	300795	1138.3	899.0	0.0%
	"Nicholas County, WV"	"54067"	5718	469774	1217.2	993.7	0.0%
	"Ohio County, WV"	"54069"	10719	807682	1327.1	893.4	0.0%
	"Pendleton County, WV"	"54071"	1660	139519	1189.8	746.5	0.0%
	"Pleasants County, WV"	"54073"	1608	137330	1170.9	956.4	0.0%
	"Pocahontas County, WV"	"54075"	2025	159369	1270.6	912.3	0.0%
	"Preston County, WV"	"54077"	6115	578881	1056.3	891.8	0.0%
	"Putnam County, WV"	"54079"	9053	979946	923.8	890.1	0.0%
	"Raleigh County, WV"	"54081"	17365	1413063	1228.9	999.1	0.0%
	"Randolph County, WV"	"54083"	6260	521429	1200.5	920.7	0.0%
	"Ritchie County, WV"	"54085"	2262	185920	1216.7	935.0	0.0%
	"Roane County, WV"	"54087"	3330	270635	1230.4	984.9	0.0%
	"Summers County, WV"	"54089"	3245	246404	1316.9	929.5	0.0%
	"Taylor County, WV"	"54091"	3413	298313	1144.1	902.2	0.0%
	"Tucker County, WV"	"54093"	1607	128301	1252.5	861.7	0.0%
	"Tyler County, WV"	"54095"	2094	167565	1249.7	939.3	0.0%
	"Upshur County, WV"	"54097"	4748	432152	1098.7	898.1	0.0%
	"Wayne County, WV"	"54099"	8521	761662	1118.7	950.5	0.0%
	"Webster County, WV"	"54101"	2137	166876	1280.6	984.4	0.0%
	"Wetzel County, WV"	"54103"	3866	301434	1282.5	941.2	0.0%
	"Wirt County, WV"	"54105"	1039	104509	994.2	896.3	0.0%
	"Wood County, WV"	"54107"	18232	1564030	1165.7	925.0	0.0%
	"Wyoming County, WV"	"54109"	5631	431640	1304.6	1165.2	0.0%
	"Adams County, WI"	"55001"	4398	368284	1194.2	802.8	0.0%
	"Ashland County, WI"	"55003"	3438	293676	1170.7	885.4	0.0%
	"Barron County, WI"	"55005"	8674	820865	1056.7	750.0	0.0%
	"Bayfield County, WI"	"55007"	2774	271225	1022.8	726.9	0.0%
	"Brown County, WI"	"55009"	30588	4376913	698.8	709.1	0.1%
	"Buffalo County, WI"	"55011"	2380	245237	970.5	709.5	0.0%
	"Burnett County, WI"	"55013"	3190	281778	1132.1	750.2	0.0%
	"Calumet County, WI"	"55015"	5519	839986	657.0	684.1	0.0%
	"Chippewa County, WI"	"55017"	9539	1084827	879.3	728.4	0.0%
	"Clark County, WI"	"55019"	5937	617147	962.0	721.7	0.0%
	"Columbia County, WI"	"55021"	9252	997319	927.7	771.8	0.0%
	"Crawford County, WI"	"55023"	3126	301987	1035.1	746.9	0.0%
	"Dane County, WI"	"55025"	51053	8554087	596.8	660.7	0.1%
	"Dodge County, WI"	"55027"	15560	1583671	982.5	784.5	0.0%
	"Door County, WI"	"55029"	5695	502795	1132.7	682.1	0.0%
	"Douglas County, WI"	"55031"	7794	786876	990.5	830.5	0.0%
	"Dunn County, WI"	"55033"	5332	768230	694.1	665.1	0.0%
	"Eau Claire County, WI"	"55035"	13466	1754525	767.5	713.8	0.0%
	"Florence County, WI"	"55037"	987	84740	1164.7	763.7	0.0%
	"Fond du Lac County, WI"	"55039"	16583	1803235	919.6	724.2	0.0%
	"Forest County, WI"	"55041"	2064	171890	1200.8	835.8	0.0%
	"Grant County, WI"	"55043"	8952	912435	981.1	764.7	0.0%
	"Green County, WI"	"55045"	5908	643949	917.5	723.2	0.0%
	"Green Lake County, WI"	"55047"	4132	343408	1203.2	788.2	0.0%
	"Iowa County, WI"	"55049"	3579	421911	848.3	736.5	0.0%
	"Iron County, WI"	"55051"	1594	112345	1418.8	742.2	0.0%
	"Jackson County, WI"	"55053"	3574	360592	991.1	806.0	0.0%
	"Jefferson County, WI"	"55055"	11133	1460196	762.4	709.7	0.0%
	"Juneau County, WI"	"55057"	5122	467652	1095.3	824.2	0.0%
	"Kenosha County, WI"	"55059"	23502	2905563	808.9	825.5	0.1%
	"Kewaunee County, WI"	"55061"	3277	368760	888.7	637.7	0.0%
	"La Crosse County, WI"	"55063"	16657	2025027	822.6	728.3	0.0%
	"Lafayette County, WI"	"55065"	2514	299697	838.8	674.3	0.0%
